wallet_address,source,chain,ip,client_version,device_platform_os_version,device_token,device_brief_compatible,client_created_at,created_at
0xa757207D91E5f8647009D1B9716b080426126E36,NEW_IDENTITY,ETHEREUM,103.135.103.227,android:2.11.2.2195:75,android:11,e757744d193a390b,vivo:V1936A:f36VMYcER86AXhsdJDIKs7:APA91bFhMf3ZcJ7n09d_oIzDorr4uPAx-3or3kQCShf2UGz9zji10qkr4JbNOdGJSam9urR0f3YJhjpbPy7KQ0Ibm0I4vgVZE1aDjxQZi51TEqTXmaADAyTya758hivkA6pBHQyoLtGs,2023-01-05 19:11:39 +0800,2023-01-05 19:11:41 +0800
32ErCQbZx1f6GCwiDBSwRaEjHiCyrEWf1H,NEW_IDENTITY,BITCOIN,103.135.103.227,android:2.11.2.2195:75,android:11,e757744d193a390b,vivo:V1936A:f36VMYcER86AXhsdJDIKs7:APA91bFhMf3ZcJ7n09d_oIzDorr4uPAx-3or3kQCShf2UGz9zji10qkr4JbNOdGJSam9urR0f3YJhjpbPy7KQ0Ibm0I4vgVZE1aDjxQZi51TEqTXmaADAyTya758hivkA6pBHQyoLtGs,2023-01-05 19:11:39 +0800,2023-01-05 19:11:41 +0800
cosmos1ve5uf7t3qzx57fwn5qzal7najk9rugqxu3es49,NEW_IDENTITY,COSMOS,103.135.103.227,android:2.11.2.2195:75,android:11,e757744d193a390b,vivo:V1936A:f36VMYcER86AXhsdJDIKs7:APA91bFhMf3ZcJ7n09d_oIzDorr4uPAx-3or3kQCShf2UGz9zji10qkr4JbNOdGJSam9urR0f3YJhjpbPy7KQ0Ibm0I4vgVZE1aDjxQZi51TEqTXmaADAyTya758hivkA6pBHQyoLtGs,2023-01-05 19:11:39 +0800,2023-01-05 19:11:41 +0800
3GGw5bT7zSvEY5btRzsQYBZniE8d9BcT51,DELETE_WALLET,BITCOIN,103.135.103.227,,android:11,e757744d193a390b,vivo:V1936A:f36VMYcER86AXhsdJDIKs7:APA91bFhMf3ZcJ7n09d_oIzDorr4uPAx-3or3kQCShf2UGz9zji10qkr4JbNOdGJSam9urR0f3YJhjpbPy7KQ0Ibm0I4vgVZE1aDjxQZi51TEqTXmaADAyTya758hivkA6pBHQyoLtGs,,2023-01-05 19:10:27 +0800
cosmos1hjvhstmz4uqmt7x55pjd9z6k0u2cslpsd5rg8f,DELETE_WALLET,COSMOS,103.135.103.227,,android:11,e757744d193a390b,vivo:V1936A:f36VMYcER86AXhsdJDIKs7:APA91bFhMf3ZcJ7n09d_oIzDorr4uPAx-3or3kQCShf2UGz9zji10qkr4JbNOdGJSam9urR0f3YJhjpbPy7KQ0Ibm0I4vgVZE1aDjxQZi51TEqTXmaADAyTya758hivkA6pBHQyoLtGs,,2023-01-05 19:10:27 +0800
0x20D5b3ca0feCCe4b38FCA9ebb8299af5ee8b3ec8,DELETE_WALLET,ETHEREUM,103.135.103.227,,android:11,e757744d193a390b,vivo:V1936A:f36VMYcER86AXhsdJDIKs7:APA91bFhMf3ZcJ7n09d_oIzDorr4uPAx-3or3kQCShf2UGz9zji10qkr4JbNOdGJSam9urR0f3YJhjpbPy7KQ0Ibm0I4vgVZE1aDjxQZi51TEqTXmaADAyTya758hivkA6pBHQyoLtGs,,2023-01-05 19:10:27 +0800
TXVQJSFesVBdJ6Xznf8RmTfhXJ5QFUo9vk,DELETE_WALLET,TRON,103.135.103.227,,android:11,e757744d193a390b,vivo:V1936A:f36VMYcER86AXhsdJDIKs7:APA91bFhMf3ZcJ7n09d_oIzDorr4uPAx-3or3kQCShf2UGz9zji10qkr4JbNOdGJSam9urR0f3YJhjpbPy7KQ0Ibm0I4vgVZE1aDjxQZi51TEqTXmaADAyTya758hivkA6pBHQyoLtGs,,2023-01-05 19:10:27 +0800
TXVQJSFesVBdJ6Xznf8RmTfhXJ5QFUo9vk,NEW_IDENTITY,TRON,50.7.17.129,android:2.10.4.1787:68,android:11,e757744d193a390b,vivo:V1936A:f36VMYcER86AXhsdJDIKs7:APA91bFhMf3ZcJ7n09d_oIzDorr4uPAx-3or3kQCShf2UGz9zji10qkr4JbNOdGJSam9urR0f3YJhjpbPy7KQ0Ibm0I4vgVZE1aDjxQZi51TEqTXmaADAyTya758hivkA6pBHQyoLtGs,2022-08-02 03:48:51 +0800,2022-08-02 03:48:53 +0800
0x20D5b3ca0feCCe4b38FCA9ebb8299af5ee8b3ec8,NEW_IDENTITY,ETHEREUM,50.7.17.129,android:2.10.4.1787:68,android:11,e757744d193a390b,vivo:V1936A:f36VMYcER86AXhsdJDIKs7:APA91bFhMf3ZcJ7n09d_oIzDorr4uPAx-3or3kQCShf2UGz9zji10qkr4JbNOdGJSam9urR0f3YJhjpbPy7KQ0Ibm0I4vgVZE1aDjxQZi51TEqTXmaADAyTya758hivkA6pBHQyoLtGs,2022-08-02 03:48:35 +0800,2022-08-02 03:48:38 +0800
3GGw5bT7zSvEY5btRzsQYBZniE8d9BcT51,NEW_IDENTITY,BITCOIN,50.7.17.129,android:2.10.4.1787:68,android:11,e757744d193a390b,vivo:V1936A:f36VMYcER86AXhsdJDIKs7:APA91bFhMf3ZcJ7n09d_oIzDorr4uPAx-3or3kQCShf2UGz9zji10qkr4JbNOdGJSam9urR0f3YJhjpbPy7KQ0Ibm0I4vgVZE1aDjxQZi51TEqTXmaADAyTya758hivkA6pBHQyoLtGs,2022-08-02 03:48:35 +0800,2022-08-02 03:48:38 +0800
cosmos1hjvhstmz4uqmt7x55pjd9z6k0u2cslpsd5rg8f,NEW_IDENTITY,COSMOS,50.7.17.129,android:2.10.4.1787:68,android:11,e757744d193a390b,vivo:V1936A:f36VMYcER86AXhsdJDIKs7:APA91bFhMf3ZcJ7n09d_oIzDorr4uPAx-3or3kQCShf2UGz9zji10qkr4JbNOdGJSam9urR0f3YJhjpbPy7KQ0Ibm0I4vgVZE1aDjxQZi51TEqTXmaADAyTya758hivkA6pBHQyoLtGs,2022-08-02 03:48:35 +0800,2022-08-02 03:48:38 +0800
